ID,Number of Bags,Bag Weight,Variety,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Overall,Total Cup Points,Moisture Percentage,Category One Defects,Quakers,Color,Category Two Defects
1090,345,48 kg,Red Bourbon,"Honey,Mossto",7.92,8.42,7.25,7.67,8.08,8.25,9.33,7.92,85.25,10.8,2,5,yellowish,7
1091,77,60 kg,Typica,"Honey,Mossto",6.5,6.75,7.75,7.25,7.83,7.25,10,7.92,85.5,13.1,5,10,blue-green,3
1092,26,70 kg,Typica,"Honey,Mossto",7.75,7.67,7.33,6.83,7.58,7,8.67,7.5,84.33,10.2,2,7,yellow- green,2
1093,600,15 kg,"Bourbon, Catimor, Caturra, Typica",Wet Hulling,7.5,7.33,7.5,8.17,7.25,7.08,8.67,7.75,82.25,12,2,9,bluish-green,7
1094,14,25 kg,Mundo Novo,Washed / Wet,7.08,6.75,7.67,7.92,7.92,7.33,9.33,8.5,85.25,9.9,4,2,greenish,13
1095,125,90 kg,"Jember,TIM-TIM,Ateng","Honey,Mossto",8,8.42,7.5,7.92,8,6.67,8.67,7.58,82.83,11.9,1,8,greenish,1
1096,340,48 kg,Castillo Paraguaycito,Double Anaerobic Washed,8.17,8.33,8.17,7.33,7.67,8.08,8.67,6.67,85.42,9.3,0,12,bluish-green,4
1097,14,22 kg,Caturra,Double Anaerobic Washed,7.58,7.17,7.58,8.25,7.08,8.08,9.33,7.58,82.42,12.4,1,7,yello-green,7
1098,20,1 kg,Lempira,Washed / Wet,8.33,7.67,7.58,7.92,7.17,7.75,10,7.33,83.08,10.9,4,1,bluish-green,5
1099,4,13 kg,Typica,Double Anaerobic Washed,6.5,7.67,7.92,7.58,7.25,7.25,9.33,8.17,85.25,11,1,6,yellowish,16
1100,500,320 kg,"Red Bourbon,Caturra",Pulped natural / honey,7.17,7.17,7.58,8.17,7.83,7.42,8.67,8.25,82.5,10.9,5,7,browish-green,7
1101,440,22 kg,Sarchimor,Double Anaerobic Washed,6.5,8.25,7.67,8.17,7.83,8,10,8.25,82.83,9.3,3,2,yellowish,2
1102,500,60 kg,Mundo Novo,Wet Hulling,7.33,8.5,8,7.92,8.08,7.67,10,7.17,83,9.2,4,10,brownish,16
1103,19,1 kg,Caturra,Anaerobico 1000h,8.58,8.5,8.17,7.75,8.08,7.25,10,8.17,84.75,12,2,8,greenish,2
1104,20,70 kg,Catimor,Pulped natural / honey,7.42,7.75,7.58,7.25,8.08,7.83,8.67,7.17,87.42,8.4,5,9,bluish-green,9
1105,584,300 kg,Mundo Novo,Washed / Wet,8.08,8.25,7.58,7.25,6.83,7.08,9.33,7.08,83.58,12,4,0,yellowish,5
1106,55,100 kg,"Jember,TIM-TIM,Ateng",Double Anaerobic Washed,7.92,6.75,7.08,7.5,7.83,7.58,8.67,8.33,82.83,9.3,0,2,blue-green,13
1107,632,16 kg,Yellow Bourbon,"Honey,Mossto",8.17,7.83,7.75,8.33,7.83,8.08,9.33,8.17,85.25,12.3,4,9,greenish,0
1108,10,5 kg,Typica,Anaerobico 1000h,6.5,8.17,6.67,7.67,7.67,8.25,9.33,7.5,86.08,9.3,5,5,bluish-green,9
1109,632,100 kg,Yellow Catuai,Double Anaerobic Washed,7.25,7.42,7.33,8.25,7.75,7.08,9.33,7.17,85.67,8.9,4,0,yello-green,0
1110,340,90 kg,Caturra,Natural / Dry,8.08,8,8.17,7.42,6.83,8,8.67,7.83,87.08,9.1,2,12,yellow- green,1
1111,4,35 kg,"Caturra,Colombia,Castillo","Honey,Mossto",7.5,8.17,6.67,7.58,6.83,8.17,8.67,8.5,87.42,10.7,3,12,green,10
1112,22,36 kg,Pacamara,Washed / Wet,7.92,7.17,7.42,8.58,7,7.67,10,7.67,83.33,10.2,4,7,blue-green,12
1113,9,60 kg,Caturra,Anaerobico 1000h,8.08,8.42,7.08,8.25,8.25,7.33,10,7.17,83.58,9.6,0,8,pale yellow,16
1114,500,2 kg,Java,Double Carbonic Maceration / Natural,7.75,7.67,8,7.25,7.25,8.42,8.67,8.17,86.75,12.4,2,1,greenish,10
1115,25,48 kg,Java,Double Carbonic Maceration / Natural,8.58,7.5,7.08,7.92,7.33,7.42,8.67,8.5,83.5,13.3,1,7,yellowish,10
1116,70,20 kg,Typica,Anaerobico 1000h,7.42,7.75,8.08,7.5,7.08,8.25,9.33,7.42,87.58,12.4,3,2,yellow green,4
1117,19,30 kg,Typica Gesha,Washed / Wet,8.17,7.5,8.42,7.67,7.25,7,9.33,7.08,85.83,11.4,2,7,pale yellow,13
1118,22,4 kg,Sarchimor,Washed / Wet,7.5,7.42,7.5,8.08,6.83,7.42,9.33,8.58,84.33,12,4,3,greenish,16
1119,150,36 kg,Gesha,Anaerobico 1000h,7.75,8.08,6.75,7.92,8,7.67,9.33,8.08,82.25,8.9,2,9,pale yellow,8
1120,320,22 kg,Bourbon Sidra,Double Carbonic Maceration / Natural,8.08,7.17,7.25,8,7.25,7.25,10,7.17,85.5,9.8,4,8,yellowish,4
1121,4,13 kg,Parainema,Anaerobico 1000h,7.58,7.5,7.42,7.42,7.25,7.08,9.33,7.67,87,10.1,4,10,pale yellow,16
1122,74,10 kg,Pacamara,"Honey,Mossto",7.5,7.75,8.42,8.17,7.83,7.08,10,7.92,85.5,11.1,0,7,blue-green,13
1123,250,16 kg,Caturra,Semi Washed,7.33,7.83,8.08,7.67,7.75,7.08,8.67,7.67,85.58,8.1,4,7,greenish,13
1124,540,300 kg,"BOURBON, CATURRA Y CATIMOR",Washed / Wet,7.67,8.5,7.58,7.42,7.83,7.42,10,8,86.75,9.4,0,7,yellowish,2
1125,3,15 kg,Ethiopian Heirlooms,"Honey,Mossto",6.5,8.17,7.58,7.5,6.83,8.08,9.33,7.08,87.58,10.8,2,3,bluish-green,13
1126,74,90 kg,"Red Bourbon,Caturra",Semi Washed,7.83,8.17,8.42,7.75,6.83,8.08,10,7.08,82.67,11.3,5,6,yellow- green,1
1127,2,48 kg,Catrenic,Natural / Dry,7.42,7.75,7.25,7.08,8.08,6.67,10,7.75,84.58,12,4,7,yellow-green,7
1128,620,80 kg,Gesha,"Honey,Mossto",8.58,7.33,7.83,8.17,7.58,8.17,8.67,7.5,86.25,11.8,4,8,browish-green,7
1129,285,10 kg,Castillo and Colombia blend,Double Carbonic Maceration / Natural,8.58,7.67,6.67,7.75,7,8,9.33,7,83.17,10.7,1,8,green,16
1130,345,80 kg,SL14,Natural / Dry,7.92,8,8.42,8,7.33,8,9.33,6.83,83.5,11.1,3,3,brownish,2
1131,632,36 kg,Castillo,Pulped natural / honey,8.58,8.08,8.17,7.92,7.17,8.08,8.67,7,85.58,10.1,2,1,yellow green,16
1132,40,4 kg,SL14,Semi Washed,6.5,8.33,7.25,7.5,7.42,8.42,8.67,8.17,86.17,11,4,12,yellow green,8
1133,3,22 kg,Bourbon Sidra,"Honey,Mossto",7.75,7.67,7,7.5,7.58,8.17,10,7.58,82.75,8.9,5,9,yellowish,16
1134,375,45 kg,Mundo Novo,Wet Hulling,7.58,7.58,7.5,7.17,7,7.33,9.33,7.42,84.25,10.1,4,6,yellow green,10
1135,50,5 kg,Bourbon Sidra,Double Anaerobic Washed,7.42,6.75,7.08,7.58,7.33,8.25,9.33,8.25,86.67,10.1,0,8,blue-green,0
1136,260,45 kg,Sl34+Gesha,Double Anaerobic Washed,7.17,7.08,8,8,8.08,7.5,10,8.58,82.33,12.1,0,7,greenish,1
1137,150,16 kg,Bourbon Sidra,Semi Washed,7.33,8.25,7.75,7.67,7,7.67,8.67,8.25,83.5,10.3,4,1,brownish,11
1138,260,24 kg,Sl34+Gesha,Wet Hulling,7.08,8.17,6.67,7.17,7.08,7.58,10,7,85.17,13.3,2,9,pale yellow,0
1139,100,35 kg,Typica,"Honey,Mossto",7.17,8.42,7.42,7.67,7.83,7.5,10,8.33,85.17,9.7,5,3,brownish,1
1140,74,35 kg,Gesha,Semi Washed,7.5,8.5,7.17,7.67,7.75,7.25,9.33,7,84.58,11.7,4,10,greenish,7
1141,500,10 kg,Parainema,Double Anaerobic Washed,7.08,8.25,7.17,7.83,7.83,7.08,8.67,7.42,82.25,11.5,1,10,pale yellow,5
1142,300,10 kg,Sl34+Gesha,Anaerobico 1000h,7.92,6.75,7.75,7.42,7.67,7.08,8.67,7.5,85,12.2,3,3,yellow green,11
1143,9,85 kg,Java,Double Carbonic Maceration / Natural,8.25,7.17,7.67,7.75,8.25,8.17,10,7.75,87.42,12.4,0,2,pale yellow,4
1144,19,30 kg,Java,Pulped natural / honey,7.58,7.08,8,7.42,7,7.25,9.33,8.08,86.75,11.4,2,1,browish-green,16
1145,8,16 kg,Sarchimor,Semi Washed,7.92,7.83,7.42,8.25,7.67,7,9.33,7.17,83.5,10.5,1,10,yellow green,2
1146,500,36 kg,Bourbon Sidra,Washed / Wet,7.75,8.5,7,7.58,7.92,7.58,10,7.33,85.17,9.4,0,0,yellowish,10
1147,4,320 kg,SL28,"Honey,Mossto",7.83,8.17,7,7.08,7.75,7.75,10,6.67,84.42,8.4,4,7,yellow green,4
1148,250,60 kg,Bourbon Sidra,Pulped natural / honey,8.33,7.08,7.25,8.25,8.08,7.83,10,7.42,83,11.5,1,9,yellow-green,8
1149,500,20 kg,Bourbon Sidra,Double Carbonic Maceration / Natural,7.83,7.42,7.42,8,7.25,7.75,10,7.92,86.5,12.1,1,0,yello-green,1
1150,200,16 kg,Parainema,Double Carbonic Maceration / Natural,7.92,7.67,6.75,7.5,7,8,10,8.5,87,11,1,6,greenish,1
1151,16,10 kg,Typica Gesha,Pulped natural / honey,8.58,7.25,8.08,8.17,6.83,6.67,8.67,7.92,84.58,11.5,1,7,bluish-green,16
1152,77,10 kg,Catuai,Washed / Wet,6.5,7.17,7.92,7.17,7.42,7.92,8.67,6.83,89.33,11.2,2,1,yellow-green,4
1153,632,13 kg,"Catimor,Catuai,Caturra,Bourbon",Washed / Wet,8.5,8.17,7.92,7.42,8.25,6.67,9.33,8.5,83.5,9.9,0,10,yellow green,13
1154,70,10 kg,SL34,Double Anaerobic Washed,8.33,6.75,8.17,7.58,7.33,7.5,10,7.92,82.42,12.2,0,2,blue-green,9
1155,430,5 kg,Catrenic,"Honey,Mossto",8.5,8.25,7.08,7.5,7.67,7.58,9.33,8.08,86.25,9.7,4,12,yellow green,5
1156,600,25 kg,SL28,Wet Hulling,7.58,8.5,8,7.17,7.33,8.42,8.67,6.83,84.33,10.5,0,7,greenish,9
1157,5,22 kg,Parainema,Natural / Dry,7.08,7.75,7.17,7.92,8.17,8,9.33,7.67,86.75,9.9,1,12,yellowish,13
1158,26,10 kg,Bourbon,Anaerobico 1000h,7.58,7.17,7.92,8.25,7.83,7.67,9.33,7,84.33,13.3,3,12,brownish,7
1159,9,300 kg,Castillo and Colombia blend,Semi Washed,7.42,7.33,7,8.58,6.83,7.92,9.33,7.92,83.25,12.1,5,0,blue-green,3
1160,70,30 kg,Parainema,Washed / Wet,7.75,7.92,6.67,6.83,7,7.33,9.33,7.17,85.42,9.9,3,12,yellowish,13
1161,55,320 kg,"Jember,TIM-TIM,Ateng","Honey,Mossto",7.58,7.33,7.08,7.33,7.67,7.08,9.33,8.5,82.5,11.5,4,8,browish-green,8
1162,635,48 kg,Yellow Catuai,Anaerobico 1000h,7.67,8.33,8.42,8.58,8,7,8.67,7.17,89.33,11.9,2,7,yellowish,0
1163,74,45 kg,"Red Bourbon,Caturra",Semi Washed,8.58,7.92,7.58,7.83,7.75,7.33,9.33,8.5,83.33,13.5,3,7,yellow-green,11
1164,3,35 kg,Catrenic,Pulped natural / honey,7.83,8.42,7.42,7.33,8.17,7.83,10,7.67,86.92,11.7,2,6,yello-green,8
1165,125,320 kg,"BOURBON, CATURRA Y CATIMOR",Semi Washed,7.58,8.08,7.25,7.75,7.58,7.67,9.33,7.17,86.08,8.4,1,0,yellowish,13
1166,540,20 kg,SL28,"Honey,Mossto",8.17,7.33,7.08,7.75,6.83,7.33,9.33,8.33,83.08,10.7,4,10,yellowish,7
1167,125,20 kg,Catimor,Anaerobico 1000h,8.5,8.33,6.92,6.83,7.17,7.42,9.33,7.08,84.42,11.4,4,0,yello-green,11
1168,13,100 kg,SHG,Washed / Wet,8.33,8.5,7.17,8.33,7.92,8.08,9.33,7.33,85,10.9,2,9,yellow-green,0
1169,80,4 kg,Typica,Pulped natural / honey,8.08,7.58,6.92,8.58,7.92,6.67,9.33,7.17,85.33,10.1,0,1,bluish-green,13
1170,20,85 kg,Catimor,Natural / Dry,7.67,7.83,7.92,7.92,7.17,7.25,10,7.08,84.08,9.1,5,7,browish-green,5
1171,20,90 kg,Castillo Paraguaycito,Washed / Wet,8.5,7.42,6.92,7.42,7.42,8.42,10,7.5,89.33,12.3,5,1,blue-green,0
1172,14,2 kg,Castillo Paraguaycito,Wet Hulling,7.17,7.67,8.17,7.58,7.92,7.33,8.67,6.67,83.75,9.1,0,10,bluish-green,10
1173,40,12 kg,Pacamara,Anaerobico 1000h,8.08,7.33,7.25,7.17,7.58,6.67,9.33,7.58,86.5,10.9,5,6,yellowish,13
1174,8,80 kg,Parainema,Pulped natural / honey,7.67,8.5,6.67,7.75,7.83,7.42,9.33,7.33,84.58,13.1,5,2,yello-green,8
1175,22,50 kg,"Castillo,Caturra,Bourbon",Pulped natural / honey,7.42,7.58,7.92,7.42,7.58,7.67,10,7.67,86.25,8.1,5,9,green,16
1176,540,15 kg,Sl34+Gesha,"Honey,Mossto",8.25,8.17,7.92,7,7.42,7.75,10,7.5,84.58,9.1,1,6,green,10
1177,4,2 kg,Bourbon,Double Carbonic Maceration / Natural,7.83,8.33,8.42,7.75,6.83,8.08,9.33,7.92,83.5,9.1,1,8,yellow-green,8
1178,285,45 kg,Yellow Bourbon,Wet Hulling,7.17,7.08,7,7.25,7.92,7.75,10,8,87.58,11,1,12,blue-green,13
1179,19,4 kg,Catrenic,Double Carbonic Maceration / Natural,6.5,7.58,6.67,7.5,8.17,7.33,8.67,7.33,82.67,8.9,1,1,bluish-green,2
1180,4,85 kg,Typica Gesha,Semi Washed,8.08,8.25,8.42,7.75,6.83,7.58,10,7.42,85.17,10.6,5,2,brownish,12
1181,32,16 kg,Lempira,"Honey,Mossto",8.5,7.83,7.42,7.75,8,7.08,8.67,8.08,84.33,11.8,0,1,yellowish,16
1182,275,5 kg,Yellow Catuai,Double Anaerobic Washed,7.42,7.33,7.5,7.42,8.17,7.58,8.67,8.33,86.25,11.7,4,9,blue-green,16
1183,8,12 kg,Typica Gesha,Pulped natural / honey,7.42,7.75,7.33,7.17,7.92,7.75,10,8,84.33,10.8,1,7,browish-green,10
1184,6,80 kg,Yellow Catuai,Anaerobico 1000h,8.17,8,7.92,8.33,8.17,7.33,8.67,7.17,84.25,9.2,5,0,pale yellow,2
1185,300,12 kg,Pacamara,Washed / Wet,8,8.5,7.75,7.42,6.83,7.67,10,7.83,84.92,11,2,12,brownish,7
1186,74,30 kg,"BOURBON, CATURRA Y CATIMOR",Pulped natural / honey,8.17,8.42,7,7.08,7.33,7.42,9.33,7.75,85.33,13.3,4,12,yellowish,16
1187,70,50 kg,SL34,"Honey,Mossto",7.33,8.33,7.25,7.58,7.25,8.42,9.33,6.67,84.67,11.3,5,1,green,3
1188,13,300 kg,Castillo,Wet Hulling,7.5,8.33,7.83,8.58,7.17,7.83,8.67,6.67,85.25,10.7,3,0,browish-green,2
1189,620,1 kg,"Catimor,Catuai,Caturra,Bourbon",Pulped natural / honey,7.67,7.67,8.17,7.25,7.42,7.67,8.67,8.17,83,11.4,0,9,browish-green,3
1190,80,25 kg,Catucai,Double Carbonic Maceration / Natural,7.83,7.17,7.5,7.5,7.58,7.58,10,7.67,83.5,11.1,5,9,green,8
1191,50,25 kg,Catrenic,Pulped natural / honey,8.17,7.92,7.83,8.33,7.33,7.08,9.33,8.58,86.5,11.9,0,1,pale yellow,13
1192,125,69 kg,Bourbon,Washed / Wet,7.75,7.67,8,7.42,6.83,8.42,9.33,8.5,85.5,8.4,1,3,pale yellow,4
1193,40,13 kg,"Catimor,Catuai,Caturra,Bourbon",Wet Hulling,8.25,7.17,6.75,7.92,7.42,8.08,9.33,7.17,86.25,9.3,1,2,blue-green,4
1194,50,45 kg,Bourbon Sidra,Natural / Dry,6.5,7.42,7.83,6.83,7.17,7.42,10,7.33,86.75,11.5,1,9,browish-green,11
1195,200,10 kg,Lempira,Wet Hulling,8,7.33,6.92,8.17,7.33,7.58,9.33,7.58,82.25,11.6,0,8,blue-green,3
1196,6,50 kg,Castillo Paraguaycito,Double Anaerobic Washed,8.58,8.08,6.92,8.17,6.83,7.08,8.67,8.25,83.33,8.9,2,3,yellow- green,0
1197,10,100 kg,SHG,"Honey,Mossto",8.08,7.42,7.5,7.5,7.17,7.25,9.33,7.92,84.58,9.5,1,2,blue-green,3
1198,600,85 kg,"Jember,TIM-TIM,Ateng",Double Anaerobic Washed,8.08,8.17,8.42,7,8.25,8,8.67,8,85.58,10.1,3,12,blue-green,0
1199,343,85 kg,Sarchimor,Pulped natural / honey,7.58,7.83,8,8.25,7.75,7.83,10,7.08,86.5,9.9,1,6,yellow- green,8
1200,77,48 kg,Yellow Catuai,Double Carbonic Maceration / Natural,7.58,7.75,8.25,7.67,7.33,7.25,9.33,8.33,86.75,9.7,3,5,green,12
1201,35,2 kg,Typica Gesha,Double Carbonic Maceration / Natural,8.25,8.42,8.42,7.08,7.58,7.5,8.67,7.83,83.75,12.1,3,6,browish-green,0
1202,70,104 kg,Caturra,Double Anaerobic Washed,7.08,8.08,7.33,7.08,7.67,8.42,9.33,7.83,87.08,11.9,1,8,green,11
1203,320,12 kg,Typica Gesha,Semi Washed,8,7.58,7.33,8.33,7.08,7.75,9.33,6.83,83.75,10,0,2,greenish,7
1204,25,104 kg,Bourbon Sidra,Washed / Wet,8,8.08,7.25,7.83,7.08,7.67,8.67,7.33,82.25,8.4,0,9,bluish-green,8
1205,1,48 kg,Pacamara,"Honey,Mossto",8.25,8,6.92,7.42,7.67,7.33,10,8.25,87.42,9.6,0,6,blue-green,1
1206,250,12 kg,"Jember,TIM-TIM,Ateng",Natural / Dry,8.17,7.5,8.08,7.58,7.33,7.83,8.67,7.5,84.67,11.4,0,8,yellow- green,3
1207,14,20 kg,Lempira,Double Carbonic Maceration / Natural,8.5,8.08,7.33,7.75,8,7.92,8.67,8.08,89.33,8.1,3,0,yellow- green,9
1208,66,48 kg,Catucai,"Honey,Mossto",7.67,7.67,7.92,7.75,7,7.5,8.67,7.33,83.42,10.7,1,0,yellowish,7
1209,200,35 kg,Mundo Novo,Pulped natural / honey,7.25,7.33,7.5,7.17,7.33,7.5,9.33,7,83.5,12.4,3,7,green,9
1210,74,104 kg,Sarchimor,Anaerobico 1000h,6.5,8.08,7.83,7.83,7.42,7.5,8.67,7.58,85.33,9.9,2,0,yellow green,7
1211,540,15 kg,SL14,Washed / Wet,7.83,7.08,7.83,7.33,7.17,8.42,10,7.92,85.42,11.5,1,2,yellow- green,1
1212,635,12 kg,"Jember,TIM-TIM,Ateng",Pulped natural / honey,8.08,8,6.92,8,8.17,7.42,8.67,8.5,84.33,11.6,3,10,pale yellow,10
1213,635,50 kg,"Castillo,Caturra,Bourbon",Double Carbonic Maceration / Natural,7.33,7.5,8.08,7.75,8,7.75,8.67,7.83,82.75,10,2,1,brownish,12
1214,32,15 kg,SHG,Wet Hulling,8.33,8.5,7.58,8.58,6.83,7.42,8.67,7.92,85.33,10.9,4,5,browish-green,2
1215,584,100 kg,Catuai,Pulped natural / honey,7.83,7.42,8.17,8.33,7,7.92,8.67,7.33,83,8.9,5,8,yellow-green,3
1216,16,50 kg,"Bourbon, Catimor, Caturra, Typica",Double Anaerobic Washed,7.08,7.08,7.83,8.33,8.08,7.83,8.67,7.92,84.33,8.4,0,6,bluish-green,7
1217,960,35 kg,Typica Bourbon Caturra Catimor,Washed / Wet,8.25,8.25,7.5,8.25,6.83,7.58,10,7.42,86.08,11,0,2,browish-green,11
1218,200,5 kg,Mundo Novo,"Honey,Mossto",8.58,8.17,7.58,8.58,7.75,8.08,8.67,8.5,86.67,9.4,4,2,yellow- green,4
1219,50,300 kg,"Jember,TIM-TIM,Ateng",Pulped natural / honey,8.33,8.33,7.58,8.08,7.08,7.83,8.67,7.17,87.17,9.1,3,0,bluish-green,0
1220,40,85 kg,Maragogype,"Honey,Mossto",8.17,8.33,8.08,7.67,7.58,7.5,10,7.42,84.67,11.5,5,9,yellowish,11
1221,340,35 kg,"Castillo,Caturra,Bourbon",Natural / Dry,6.5,7.58,8.42,8.08,8,7.92,9.33,8.5,83.75,13.3,1,1,yellow- green,2
1222,32,35 kg,SL14,Double Carbonic Maceration / Natural,7.5,7.5,7.17,8.08,7.67,7.67,9.33,7.42,85.58,12.4,1,2,yellow green,8
1223,26,5 kg,"Catimor,Catuai,Caturra,Bourbon",Anaerobico 1000h,7.17,7.58,8.17,8.58,7.25,7.08,8.67,7.42,87.08,11.7,3,1,browish-green,0
1224,80,45 kg,Caturra,"Honey,Mossto",8.17,7.42,7.67,8.58,8.17,7.08,10,8.17,85.25,10.8,4,8,bluish-green,12
1225,19,13 kg,"Red Bourbon,Caturra",Pulped natural / honey,7.08,7.75,7.58,7.08,7.92,8.17,9.33,7.83,83.25,13.1,2,2,yellow-green,13
1226,22,300 kg,Caturra,"Honey,Mossto",7.08,8.17,8,7.42,8.17,8,8.67,7.5,84.33,12.2,4,7,blue-green,16
1227,500,90 kg,"Catimor,Catuai,Caturra,Bourbon",Wet Hulling,7.75,7.25,7.17,7.17,7.17,7,10,7.67,85.17,8.4,3,12,bluish-green,9
1228,120,48 kg,SL34,Pulped natural / honey,8.17,8.08,6.92,6.83,7.92,8.25,10,6.67,89.33,9.2,0,10,green,3
1229,40,1 kg,Maragogype,Pulped natural / honey,7.58,8.42,7.42,6.83,8.08,8.17,10,8.17,84.33,8.9,4,1,greenish,9
1230,3,80 kg,"Jember,TIM-TIM,Ateng",Wet Hulling,7.25,8.25,7.25,7.92,7.25,7.42,10,7.08,86.5,11.1,5,0,greenish,1
1231,275,300 kg,Yellow Bourbon,Wet Hulling,6.5,8.08,7.25,7.33,6.83,7.08,8.67,8,82.67,11.9,4,9,bluish-green,7
1232,250,45 kg,Catuai and Mundo Novo,Pulped natural / honey,8.33,7.25,7.17,7.33,7.08,8.42,8.67,8.25,86.92,10.3,5,10,brownish,8
1233,100,24 kg,SL14,"Honey,Mossto",7.08,8,8.25,7.5,8,7.33,8.67,7.17,83.5,11.6,1,0,yellowish,8
1234,150,13 kg,"Red Bourbon,Caturra",Wet Hulling,7.67,8.25,7.08,7,8.25,8.42,8.67,7.5,83,10.6,2,12,yellow- green,13
1235,1,12 kg,Catuai and Mundo Novo,Double Anaerobic Washed,7.33,8.25,7.58,7.17,7.42,7.83,9.33,7.83,86.67,8.1,4,0,yellow-green,11
1236,77,5 kg,SL28,Pulped natural / honey,8.17,8.5,7.17,7.67,8.17,6.67,9.33,8.25,84.75,9.4,1,7,yellow- green,16
1237,200,12 kg,"Wolishalo,Kurume,Dega",Washed / Wet,7.83,7.5,6.92,7.33,7.33,8.17,10,8.17,87.17,13.5,1,5,brownish,16
1238,345,70 kg,"Red Bourbon,Caturra",Pulped natural / honey,7.67,8.42,7.58,8,7.67,7.33,8.67,7.67,87.08,10.5,3,2,browish-green,5
1239,620,4 kg,Catuai,Natural / Dry,8.5,8.17,8.42,7.75,8.17,7.5,9.33,7.33,84.67,11.4,5,0,yello-green,4
1240,540,13 kg,"BOURBON, CATURRA Y CATIMOR",Washed / Wet,8.33,7.17,7.42,8.58,7.83,8.17,10,6.83,84.08,12,2,1,yellow-green,4
1241,300,12 kg,SHG,Anaerobico 1000h,7.58,7.08,6.92,7.75,7,7.75,9.33,8,86.25,11.1,1,10,brownish,16
1242,500,69 kg,Mundo Novo,Double Carbonic Maceration / Natural,8.17,8.25,8.17,8.25,8,7.5,10,7.17,83.83,11.8,5,1,green,1
1243,4,100 kg,Bourbon Sidra,Washed / Wet,8.5,8.33,7.42,7.67,7.83,7.5,8.67,7.33,82.25,9.7,3,3,browish-green,3
1244,22,2 kg,Caturra,Wet Hulling,7.92,7.42,8.42,7.17,7.33,7.5,10,7.67,82.75,12.4,1,1,yello-green,13
1245,55,50 kg,Red Bourbon,Double Anaerobic Washed,7.42,7.17,8.08,7.33,7.83,7.08,10,7.08,83.33,10.2,1,6,blue-green,10
1246,74,25 kg,Catrenic,Natural / Dry,6.5,7.92,7.58,8,6.83,8,8.67,6.83,83.17,11.5,2,2,brownish,7
1247,66,45 kg,Caturra,Semi Washed,8.17,7.67,6.67,8.25,7.67,8.17,10,6.83,83.75,9.2,5,1,green,10
1248,584,300 kg,"Caturra,Colombia,Castillo",Double Anaerobic Washed,8.58,7.5,7.33,7.42,7.75,7.08,10,7.92,83.17,11.6,1,0,yellowish,4
1249,500,90 kg,Catuai and Mundo Novo,Double Anaerobic Washed,8.5,7.5,7.92,7.83,8.08,7.67,9.33,7.67,87.42,10.7,2,9,brownish,0
1250,35,13 kg,Catuai and Mundo Novo,Natural / Dry,8,6.75,7.83,8.58,7.67,7.33,8.67,7.75,86.75,11.8,3,9,yello-green,0
1251,70,16 kg,Parainema,Natural / Dry,7.75,7.25,6.92,7.83,6.83,8.42,10,7.33,84.42,10.5,4,5,browish-green,16
1252,2,80 kg,Yellow Bourbon,Washed / Wet,7.25,6.75,8.08,7,8,7.33,9.33,6.83,84.25,8.4,2,6,browish-green,10
1253,100,50 kg,Catuai and Mundo Novo,Washed / Wet,8.17,7.33,8.17,8,7.42,7.08,8.67,7.33,82.5,9.6,1,6,blue-green,0
1254,440,35 kg,Bourbon Sidra,Anaerobico 1000h,7.83,8.08,7.67,7.08,7.83,7,8.67,7.83,86.5,10.2,0,9,greenish,5
1255,325,320 kg,Sl34+Gesha,"Honey,Mossto",8.58,7.83,7.33,8,7.08,7.75,9.33,6.67,86.08,11.7,4,10,blue-green,5
1256,26,70 kg,Catrenic,Double Anaerobic Washed,7.25,7.92,6.67,7.92,7.83,7.42,8.67,7.83,86.67,13.3,2,8,browish-green,10
1257,635,60 kg,Mundo Novo,Wet Hulling,7.08,7.17,7.67,7.92,7.25,7.67,9.33,7.17,85.17,13.3,5,8,yellow green,5
1258,74,69 kg,Catimor,Wet Hulling,7.83,8.08,8.42,7.17,7.33,8.25,9.33,7,83.25,10.6,0,2,brownish,2
1259,4,48 kg,Yellow Bourbon,"Honey,Mossto",7.25,7.33,7.67,7.08,8.08,8.25,8.67,7.58,83.83,11.6,5,10,yello-green,9
1260,9,90 kg,Castillo Paraguaycito,Washed / Wet,8.33,7.5,8.08,7.92,8,7.58,9.33,6.67,83.5,10.2,0,1,bluish-green,16
1261,440,45 kg,Mundo Novo,Double Anaerobic Washed,8.5,8.25,8.25,7,7.08,7.33,8.67,7.5,82.67,9.1,5,7,yellowish,10
1262,1,5 kg,SHG,Semi Washed,7.08,7.67,7.5,8.17,7.25,8,10,7.33,85.5,9.2,5,1,yellow- green,13
1263,6,24 kg,"Red Bourbon,Caturra",Wet Hulling,7.67,7.92,7.92,6.83,6.83,7.92,9.33,8.5,86.75,13.3,4,12,yellowish,7
1264,120,4 kg,Castillo and Colombia blend,Natural / Dry,7.75,7.08,7.25,7.92,7.83,7.67,8.67,8.08,83.83,11.2,5,9,yellow-green,12
1265,150,50 kg,"Jember,TIM-TIM,Ateng",Wet Hulling,8,7.42,8.17,7.5,6.83,7.67,9.33,7.17,83.58,11.7,3,6,yellow-green,2
1266,80,60 kg,SL14,Anaerobico 1000h,7.83,7.92,6.67,7.42,6.83,7.42,10,8.58,87.58,10,5,1,greenish,10
